;"﻿""Code SP+ de la structure""";Intitulé du réseau;Intitulé de la typologie;Intitulé de la structure;Intitulé structure usager;Description de la structure;Identifiant de la structure;Type d'identifiant;Code SP+ structure parent;Intitulé de la structure parente;Adresse;Compléments Adresse;Code postal de la structure;Ville;PAYS;Codes Postaux;Départements;URL du site internet;Boîte à lettre fonctionnelle;Clé de tracking;Actif;Code sp+ de la typologie;INSEE Ville;INSEE Département;INSEE Région;INSEE Arrondissement
8286;ALj8OIQowZ;POLE EMPLOI;AGENCE POLE EMPLOI (APE);ST GILLES CROIX DE VIE-PE;;ST GILLES CROIX DE VIE-PE;PDL0015;;mXfnQyzO1w;DTD LA ROCHE ET LITTORAL-PE;;;85800;SAINT-GILLES CROIX DE VIE;France;;;;;;Oui;VBk7hCR4zw;com85222;dep85;reg52;arr85222
8288;jTe2iidGsL;POLE EMPLOI;AGENCE POLE EMPLOI (APE);ST LAURENT DU MARONI-PE;;ST LAURENT DU MARONI-PE;GUY0012;;5XrtOisBbk;DT 973 GUYANE-PE;;;97320;SAINT-LAURENT DU MARONI;France;;;;;;Oui;VBk7hCR4zw;com97311;dep973;reg03;arr97311
8290;s8iMb0EVBL;POLE EMPLOI;AGENCE POLE EMPLOI (APE);ST LOUIS BEL AIR-PE;;ST LOUIS BEL AIR-PE;REU0051;;seQsaxxxKs;DTD SO-PE;;;97872;SAINT-LOUIS;France;;;;;;Oui;VBk7hCR4zw;com97414;dep974;reg04;arr97414
8291;aBalOJNwDt;POLE EMPLOI;AGENCE POLE EMPLOI (APE);PANTIN-PE;;PANTIN-PE;IDF0258;;LzXHhVpJWr;DTD 93 SEINE-SAINT-DENIS CENTRE-PE;;;93500;PANTIN;France;;;;;;Oui;VBk7hCR4zw;com93055;dep93;reg11;arr93055
8292;Cdnlc4z3br;POLE EMPLOI;AGENCE POLE EMPLOI (APE);ST NAZAIRE-PE;;ST NAZAIRE-PE;PDL0087;;8ML2HkcapT;DTD NORD LOIRE ET ATLANTIQUE-PE;;;44600;SAINT-NAZAIRE;France;;;;;;Oui;VBk7hCR4zw;com44184;dep44;reg52;arr44184
8295;SE4mNOuddS;POLE EMPLOI;AGENCE POLE EMPLOI (APE);PARENTIS-PE;;PARENTIS-PE;NAQ0073;;Ep3626QPX5;DTD LANDES-PE;;;40160;PARENTIS EN BORN;France;;;;;;Oui;VBk7hCR4zw;com40217;dep40;reg75;arr40217
8300;bVrDLmAlEL;POLE EMPLOI;AGENCE POLE EMPLOI (APE);STAINS-PE;;STAINS-PE;IDF0234;;bh4pkQstwr;DTD 93 SEINE-SAINT-DENIS OUEST-PE;;;93240;STAINS;France;;;;;;Oui;VBk7hCR4zw;com93072;dep93;reg11;arr93072
8301;Av4KGtL6u2;POLE EMPLOI;AGENCE POLE EMPLOI (APE);PARIS 16 ET 17EME CARDINET-PE;;PARIS 16 ET 17EME CARDINET-PE;IDF0041;;5Sp452hWas;DTD 75 PARIS CITIUS-PE;;;75017;PARIS 17;France;;;;;;Oui;VBk7hCR4zw;com75056;dep75;reg11;arr75056-17
8303;7gqaiePS6m;POLE EMPLOI;AGENCE POLE EMPLOI (APE);PARIS 18EME GENEVOIX-PE;;PARIS 18EME GENEVOIX-PE;IDF0059;;5Sp452hWas;DTD 75 PARIS CITIUS-PE;;;75018;PARIS 18;France;;;;;;Oui;VBk7hCR4zw;com75056;dep75;reg11;arr75056-18
8305;4XngkHO49B;POLE EMPLOI;AGENCE POLE EMPLOI (APE);PARIS 19EME LAUMIERE-PE;;PARIS 19EME LAUMIERE-PE;IDF0032;;1py4sYHPLt;DTD 75 PARIS ALTIUS-PE;;;75019;PARIS 19;France;;;;;;Oui;VBk7hCR4zw;com75056;dep75;reg11;arr75056-19
8307;pTBCrEwTwE;POLE EMPLOI;AGENCE POLE EMPLOI (APE);PARIS 6 ET 14EME JEAN MOULIN-PE;;PARIS 6 ET 14EME JEAN MOULIN-PE;IDF0081;;1py4sYHPLt;DTD 75 PARIS ALTIUS-PE;;;75014;PARIS 14;France;;;;;;Oui;VBk7hCR4zw;com75056;dep75;reg11;arr75056-14
8320;GZEDnNCl6l;POLE EMPLOI;AGENCE POLE EMPLOI (APE);PARTHENAY-PE;;PARTHENAY-PE;NAQ0192;;WtZdnZZZvu;DTD DEUX-SEVRES-PE;;;79205;PARTHENAY;France;;;;;;Oui;VBk7hCR4zw;com79202;dep79;reg75;arr79202
8322;tGNcuFhRZT;POLE EMPLOI;AGENCE POLE EMPLOI (APE);PAU LYAUTEY-PE;;PAU LYAUTEY-PE;NAQ0051;;yZu1RTro69;DTD BEARN-PE;;;64000;PAU;France;;;;;;Oui;VBk7hCR4zw;com64445;dep64;reg75;arr64445
8335;mya2uaTTuL;POLE EMPLOI;AGENCE RELAIS POLE EMPLOI (RPE);PAYS DE RUFFEC-PE;;PAYS DE RUFFEC-PE;NAQ0205;;7GMpy4XJj4;DT 16/17 CHARENTE CHARENTE-MARITIME-PE;;;16700;RUFFEC;France;;;;;;Oui;40u6qHhYe2;com16292;dep16;reg75;arr16292
8386;5v2Xkwrcdt;POLE EMPLOI;AGENCE POLE EMPLOI (APE);STRASBOURG MEINAU-PE;;STRASBOURG MEINAU-PE;GRE0194;;kQiNXkNItg;DTD BASSIN DE STRASBOURG-PE;;;67029;STRASBOURG;France;;;;;;Oui;VBk7hCR4zw;com67482;dep67;reg44;arr67482
8388;yiKO9yQ7HG;POLE EMPLOI;AGENCE POLE EMPLOI (APE);SUCY-EN-BRIE-PE;;SUCY-EN-BRIE-PE;IDF0294;;kU7v7BSZlz;DTD 94 VAL-DE-MARNE EST-PE;;;94370;SUCY EN BRIE;France;;;;;;Oui;VBk7hCR4zw;com94071;dep94;reg11;arr94071
8394;AXbzI13bmA;POLE EMPLOI;AGENCE POLE EMPLOI (APE);TASSIN LA DEMI LUNE-PE;;TASSIN LA DEMI LUNE-PE;ARA0142;;bvboppfDv5;DTD RHONE OUEST BEAUJOLAIS VAL DE SAONE-PE;;;69160;TASSIN LA DEMI LUNE;France;;;;;;Oui;VBk7hCR4zw;com69244;dep69;reg84;arr69244
8404;eu6JglfgIS;POLE EMPLOI;AGENCE POLE EMPLOI (APE);THANN-PE;;THANN-PE;GRE0214;;4RYThBZ8kB;DTD HAUT-RHIN GRAND COLMAR-VALLEES-PE;;;68800;THANN;France;;;;;;Oui;VBk7hCR4zw;com68334;dep68;reg44;arr68334
8408;rnoAI4qZGI;POLE EMPLOI;AGENCE POLE EMPLOI (APE);THIERS-PE;;THIERS-PE;ARA0021;;pSSVSw3GjQ;DTD ALLIER-PE;;;63308;THIERS;France;;;;;;Oui;VBk7hCR4zw;com63430;dep63;reg84;arr63430
8411;oD4f9iNO50;POLE EMPLOI;AGENCE POLE EMPLOI (APE);THONON LES BAINS-PE;;THONON LES BAINS-PE;ARA0185;;GPZO9l7DfZ;DTD LEMAN-PE;;;74204;THONON LES BAINS;France;;;;;;Oui;VBk7hCR4zw;com74281;dep74;reg84;arr74281
8416;zDisfeWDkq;POLE EMPLOI;AGENCE POLE EMPLOI (APE);TIGNIEU JAMEYZIEU-PE;;TIGNIEU JAMEYZIEU-PE;ARA0093;;Ly9vvJ5693;DTD NORD ISERE-PE;;;38231;TIGNIEU JAMEYZIEU;France;;;;;;Oui;VBk7hCR4zw;com38507;dep38;reg84;arr38507
8422;87agdSNwXF;POLE EMPLOI;AGENCE POLE EMPLOI (APE);TOULOUSE BELLEFONTAINE-PE;;TOULOUSE BELLEFONTAINE-PE;OCC0104;;vYnDzz4wlz;DTD HAUTE-GARONNE INTRA-MUROS-PE;;;31100;TOULOUSE;France;;;;;;Oui;VBk7hCR4zw;com31555;dep31;reg76;arr31555
8423;x67L1ufv0E;POLE EMPLOI;AGENCE POLE EMPLOI (APE);TOULOUSE CARTOUCHERIE-PE;;TOULOUSE CARTOUCHERIE-PE;OCC0103;;vYnDzz4wlz;DTD HAUTE-GARONNE INTRA-MUROS-PE;;;31300;TOULOUSE;France;;;;;;Oui;VBk7hCR4zw;com31555;dep31;reg76;arr31555
8424;wFA2q7ACuz;POLE EMPLOI;AGENCE POLE EMPLOI (APE);TOULOUSE JOLIMONT-PE;;TOULOUSE JOLIMONT-PE;OCC0107;;vYnDzz4wlz;DTD HAUTE-GARONNE INTRA-MUROS-PE;;;31500;TOULOUSE;France;;;;;;Oui;VBk7hCR4zw;com31555;dep31;reg76;arr31555
8425;WynKxLWQX8;POLE EMPLOI;AGENCE POLE EMPLOI (APE);TOULOUSE LA PLAINE-PE;;TOULOUSE LA PLAINE-PE;OCC0108;;vYnDzz4wlz;DTD HAUTE-GARONNE INTRA-MUROS-PE;;;31500;TOULOUSE;France;;;;;;Oui;VBk7hCR4zw;com31555;dep31;reg76;arr31555
8428;4xs4uBJHIG;POLE EMPLOI;AGENCE POLE EMPLOI (APE);TOURCOING-PE;;TOURCOING-PE;HDF0056;;aoHBIcFBXF;DTD VERSANT NORD EST-PE;;;59200;TOURCOING;France;;;;;;Oui;VBk7hCR4zw;com59599;dep59;reg32;arr59599
8434;fowVB4WCJY;POLE EMPLOI;PFP POLE EMPLOI;TRAITEMENTS CENTRALISES HTE SAVOIE-PE;;TRAITEMENTS CENTRALISES HTE SAVOIE-PE;ARA0344;;TSiszqwjIr;DR AUVERGNE-RHONE-ALPES-PE;;;74601;ANNECY;France;;;;;;Oui;ARovVA6I9H;com74010;dep74;reg84;arr74010
8435;Rxv83bm13p;POLE EMPLOI;PFP POLE EMPLOI;TRAITEMENTS CENTRALISES ISERE-PE;;TRAITEMENTS CENTRALISES ISERE-PE;ARA0342;;TSiszqwjIr;DR AUVERGNE-RHONE-ALPES-PE;;;38241;MEYLAN;France;;;;;;Oui;ARovVA6I9H;com38229;dep38;reg84;arr38229
8468;hFwZzGb0Lb;POLE EMPLOI;AGENCE POLE EMPLOI (APE);DAX-PE;;DAX-PE;NAQ0082;;Ep3626QPX5;DTD LANDES-PE;;;40100;DAX;France;;;;;;Oui;VBk7hCR4zw;com40088;dep40;reg75;arr40088
8510;Y9158vxZGY;POLE EMPLOI;AGENCE POLE EMPLOI (APE);STRASBOURG SEYBOTH-PE;;STRASBOURG SEYBOTH-PE;GRE1096;;kQiNXkNItg;DTD BASSIN DE STRASBOURG-PE;;;67000;STRASBOURG;France;;;;;;Oui;VBk7hCR4zw;com67482;dep67;reg44;arr67482
8531;GJRbeh8DIa;POLE EMPLOI;AGENCE POLE EMPLOI (APE);TAVERNY-PE;;TAVERNY-PE;IDF0110;;Wfa5H2WFt7;DTD 95 VAL-D'OISE EST-PE;;;95150;TAVERNY;France;;;;;;Oui;VBk7hCR4zw;com95607;dep95;reg11;arr95607
8552;1RtwomGwaA;POLE EMPLOI;AGENCE POLE EMPLOI (APE);THIONVILLE BRGD-PE;;THIONVILLE BRGD-PE;GRE0146;;kkh3BFSKGB;DTD BASSINS SIDERURGIQUE-HOUILLER-PE;;;57106;THIONVILLE;France;;;;;;Oui;VBk7hCR4zw;com57672;dep57;reg44;arr57672
8556;dZOCRYe3HV;POLE EMPLOI;AGENCE POLE EMPLOI (APE);THOUARS-PE;;THOUARS-PE;NAQ0193;;WtZdnZZZvu;DTD DEUX-SEVRES-PE;;;79100;THOUARS;France;;;;;;Oui;VBk7hCR4zw;com79329;dep79;reg75;arr79329
8564;GQmjvdLA4D;POLE EMPLOI;AGENCE POLE EMPLOI (APE);TOULON FOCH-PE;;TOULON FOCH-PE;PAC0089;;5VxX0JsZrg;DTD BASSIN TOULON-PE;;;83000;TOULON;France;;;;;;Oui;VBk7hCR4zw;com83137;dep83;reg93;arr83137
8566;FvARFc2fFi;POLE EMPLOI;AGENCE POLE EMPLOI (APE);TOULON LA RODE-PE;;TOULON LA RODE-PE;PAC0096;;5VxX0JsZrg;DTD BASSIN TOULON-PE;;;83000;TOULON;France;;;;;;Oui;VBk7hCR4zw;com83137;dep83;reg93;arr83137
8568;h0Be1Yjj8R;POLE EMPLOI;AGENCE POLE EMPLOI (APE);TOULOUSE BORDEROUGE-PE;;TOULOUSE BORDEROUGE-PE;OCC0102;;vYnDzz4wlz;DTD HAUTE-GARONNE INTRA-MUROS-PE;;;31200;TOULOUSE;France;;;;;;Oui;VBk7hCR4zw;com31555;dep31;reg76;arr31555
8572;jEFGJzaoVn;POLE EMPLOI;AGENCE POLE EMPLOI (APE);TOULOUSE OCCITANE-PE;;TOULOUSE OCCITANE-PE;OCC0106;;vYnDzz4wlz;DTD HAUTE-GARONNE INTRA-MUROS-PE;;;31000;TOULOUSE;France;;;;;;Oui;VBk7hCR4zw;com31555;dep31;reg76;arr31555
8574;UwFb2ReGiR;POLE EMPLOI;AGENCE POLE EMPLOI (APE);TOULOUSE ST-MICHEL-PE;;TOULOUSE ST-MICHEL-PE;OCC0075;;vYnDzz4wlz;DTD HAUTE-GARONNE INTRA-MUROS-PE;;;31400;TOULOUSE;France;;;;;;Oui;VBk7hCR4zw;com31555;dep31;reg76;arr31555
8582;Qf0y60V11H;POLE EMPLOI;AGENCE RELAIS POLE EMPLOI (RPE);TOURNUS-PE;;TOURNUS-PE;BFC0049;;hWVbk3SIDn;DT 71 SAÔNE-ET-LOIRE-PE;;;71700;TOURNUS;France;;;;;;Oui;40u6qHhYe2;com71543;dep71;reg27;arr71543
8584;sO5Yxg2EJW;POLE EMPLOI;AGENCE POLE EMPLOI (APE);TOURS DEUX LIONS-PE;;TOURS DEUX LIONS-PE;CEN0026;;p4f0O3noMJ;DTD LOIRE ET VIGNES 2019-PE;;;37206;TOURS;France;;;;;;Oui;VBk7hCR4zw;com37261;dep37;reg24;arr37261
8586;B4s9dfa9gA;POLE EMPLOI;PFP POLE EMPLOI;TRAITEMENTS CENTRALISES BALMA-PE;;TRAITEMENTS CENTRALISES BALMA-PE;OCC0092;;mYx3ceTOIx;DR OCCITANIE-PE;;;31131;BALMA;France;;;;;;Oui;ARovVA6I9H;com31044;dep31;reg76;arr31044
8588;9W1N0E2GAx;POLE EMPLOI;PFP POLE EMPLOI;TRAITEMENTS CENTRALISES DROME ARDEC-PE;;TRAITEMENTS CENTRALISES DROME ARDEC-PE;ARA0317;;TSiszqwjIr;DR AUVERGNE-RHONE-ALPES-PE;;;26954;VALENCE;France;;;;;;Oui;ARovVA6I9H;com26362;dep26;reg84;arr26362
8590;ReN7YvucRB;POLE EMPLOI;PFP POLE EMPLOI;TRAITEMENTS CENTRALISES RHONE-PE;;TRAITEMENTS CENTRALISES RHONE-PE;ARA0116;;TSiszqwjIr;DR AUVERGNE-RHONE-ALPES-PE;;;69371;LYON 08;France;;;;;;Oui;ARovVA6I9H;com69123;dep69;reg84;arr69123-71
8592;QsJkVJ5OFl;POLE EMPLOI;PFP POLE EMPLOI;TRAITEMENTS CENTRALISES-PE;;TRAITEMENTS CENTRALISES-PE;BRE0120;;TT36uVh7th;DR BRETAGNE-PE;;;35067;RENNES;France;;;;;;Oui;ARovVA6I9H;com35238;dep35;reg53;arr35238
8645;rRN4kyg7Ow;POLE EMPLOI;AGENCE POLE EMPLOI (APE);DOMONT-PE;;DOMONT-PE;IDF0486;;Wfa5H2WFt7;DTD 95 VAL-D'OISE EST-PE;;;95330;DOMONT;France;;;;;;Oui;VBk7hCR4zw;com95199;dep95;reg11;arr95199
8649;eHBXL6qkmO;POLE EMPLOI;AGENCE POLE EMPLOI (APE);DOUAI-PE;;DOUAI-PE;HDF0115;;cFzyCR6Kmc;DTD HAINAUT-PE;;;59509;DOUAI;France;;;;;;Oui;VBk7hCR4zw;com59178;dep59;reg32;arr59178
8660;gfy6CXHUzr;POLE EMPLOI;DR POLE EMPLOI;DR BOURGOGNE-FRANCHE-COMTE-PE;;DR BOURGOGNE-FRANCHE-COMTE-PE;BFC0001;;L8mRmZDT2r;DIRECTION GENERALE-PE;;;21078;DIJON;France;;;;;;Oui;STU9f9epf6;com21231;dep21;reg27;arr21231
8661;kGXC0ufTYw;POLE EMPLOI;DR POLE EMPLOI;DR GRAND EST-PE;;DR GRAND EST-PE;GRE0001;;L8mRmZDT2r;DIRECTION GENERALE-PE;;;67000;STRASBOURG;France;;;;;;Oui;STU9f9epf6;com67482;dep67;reg44;arr67482
8662;EWJoiJL8eo;POLE EMPLOI;DR POLE EMPLOI;DR GUADELOUPE-PE;;DR GUADELOUPE-PE;GUA0001;;L8mRmZDT2r;DIRECTION GENERALE-PE;;;97139;LES ABYMES;France;;;;;;Oui;STU9f9epf6;com97101;dep971;reg01;arr97101
8663;8kbYhIC2Zq;POLE EMPLOI;DR POLE EMPLOI;DR MARTINIQUE-PE;;DR MARTINIQUE-PE;MAR0001;;L8mRmZDT2r;DIRECTION GENERALE-PE;;;97209;FORT DE FRANCE;France;;;;;;Oui;STU9f9epf6;com97209;dep972;reg02;arr97209
8664;FUrpbS9Ty4;POLE EMPLOI;DR POLE EMPLOI;DR MAYOTTE-PE;;DR MAYOTTE-PE;MAY0001;;L8mRmZDT2r;DIRECTION GENERALE-PE;;;97600;MAMOUDZOU;France;;;;;;Oui;STU9f9epf6;com97611;dep976;reg06;arr97611
8665;mYx3ceTOIx;POLE EMPLOI;DR POLE EMPLOI;DR OCCITANIE-PE;;DR OCCITANIE-PE;OCC0001;;L8mRmZDT2r;DIRECTION GENERALE-PE;;;31131;BALMA;France;;;;;;Oui;STU9f9epf6;com31044;dep31;reg76;arr31044
8666;Eg3V8w3VV7;POLE EMPLOI;DR POLE EMPLOI;DR POLE EMPLOI SERVICES-PE;;DR POLE EMPLOI SERVICES-PE;PES0001;;L8mRmZDT2r;DIRECTION GENERALE-PE;;;92709;COLOMBES;France;;;;;;Oui;STU9f9epf6;com92025;dep92;reg11;arr92025
8681;qCxSuNEcDn;POLE EMPLOI;AGENCE POLE EMPLOI (APE);DRANCY-PE;;DRANCY-PE;IDF0219;;LzXHhVpJWr;DTD 93 SEINE-SAINT-DENIS CENTRE-PE;;;93700;DRANCY;France;;;;;;Oui;VBk7hCR4zw;com93029;dep93;reg11;arr93029
8690;9kEZzlZj15;POLE EMPLOI;DT POLE EMPLOI;DT 01/73 AIN SAVOIE-PE;;DT 01/73 AIN SAVOIE-PE;ARA1362;;TSiszqwjIr;DR AUVERGNE-RHONE-ALPES-PE;;;73370;LE BOURGET DU LAC;France;;73.0;;;;Oui;wYYbB0zJE3;com73051;dep73;reg84;arr73051
8691;JYG5LYaqec;POLE EMPLOI;DT POLE EMPLOI;DT 06 ALPES-MARITIMES-PE;;DT 06 ALPES-MARITIMES-PE;PAC0142;;EbvcJ9vJdm;DR PROVENCE ALPES COTE D'AZUR-PE;;;6000;NICE;France;;6.0;;;;Oui;wYYbB0zJE3;com06088;dep06;reg93;arr06088
8692;yFd8kLWreA;POLE EMPLOI;DT POLE EMPLOI;DT 13 BOUCHES-DU-RHONE-PE;;DT 13 BOUCHES-DU-RHONE-PE;PAC0005;;EbvcJ9vJdm;DR PROVENCE ALPES COTE D'AZUR-PE;;;13010;MARSEILLE 10;France;;13.0;;;;Oui;wYYbB0zJE3;com13055;dep13;reg93;arr13055-10
8693;2SBSbuZ7GU;POLE EMPLOI;DT POLE EMPLOI;DT 18 BERRY-PE;;DT 18 BERRY-PE;CEN0471;;mWgHIpDR5T;DR CENTRE-VAL DE LOIRE-PE;;;18022;BOURGES;France;;18.0;;;;Oui;wYYbB0zJE3;com18033;dep18;reg24;arr18033
8694;GnwJTnB5pI;POLE EMPLOI;DT POLE EMPLOI;DT 20 CORSE DU SUD-PE;;DT 20 CORSE DU SUD-PE;COR0002;;JdQ1Pwgtx9;DR CORSE-PE;;;20700;AJACCIO;France;;20.0;;;;Oui;wYYbB0zJE3;com2A004;dep2A;reg94;arr2A004
8695;GbggyRcYLQ;POLE EMPLOI;DT POLE EMPLOI;DT 21 COTE-D'OR-PE;;DT 21 COTE-D'OR-PE;BFC0050;;gfy6CXHUzr;DR BOURGOGNE-FRANCHE-COMTE-PE;;;21800;QUETIGNY;France;;21.0;;;;Oui;wYYbB0zJE3;com21515;dep21;reg27;arr21515
8696;UCKPWTPiNn;POLE EMPLOI;DT POLE EMPLOI;DT 25/90 DOUBS TERRITOIRE DE BELFORT-PE;;DT 25/90 DOUBS TERRITOIRE DE BELFORT-PE;BFC0093;;gfy6CXHUzr;DR BOURGOGNE-FRANCHE-COMTE-PE;;;25044;BESANCON;France;;90.0;;;;Oui;wYYbB0zJE3;com25056;dep25;reg27;arr25056
8697;OiWW5QG1Xw;POLE EMPLOI;DT POLE EMPLOI;DT 27/61 EURE ORNE-PE;;DT 27/61 EURE ORNE-PE;NOR0114;;Ep6KQ8l2oN;DR NORMANDIE-PE;;;27000;EVREUX;France;;61.0;;;;Oui;wYYbB0zJE3;com27229;dep27;reg28;arr27229
8698;JXjTR4n3l6;POLE EMPLOI;DT POLE EMPLOI;DT 28 EURE ET LOIR-PE;;DT 28 EURE ET LOIR-PE;CEN0071;;mWgHIpDR5T;DR CENTRE-VAL DE LOIRE-PE;;;28000;CHARTRES;France;;28.0;;;;Oui;wYYbB0zJE3;com28085;dep28;reg24;arr28085
8699;oyQgViuNSA;POLE EMPLOI;DT POLE EMPLOI;DT 31 HAUTE GARONNE-PE;;DT 31 HAUTE GARONNE-PE;OCC0071;;mYx3ceTOIx;DR OCCITANIE-PE;;;31300;TOULOUSE;France;;31.0;;;;Oui;wYYbB0zJE3;com31555;dep31;reg76;arr31555
8700;uzCi4xOX0K;POLE EMPLOI;DT POLE EMPLOI;DT 35 ILLE ET VILAINE-PE;;DT 35 ILLE ET VILAINE-PE;BRE0054;;TT36uVh7th;DR BRETAGNE-PE;;;35067;RENNES;France;;35.0;;;;Oui;wYYbB0zJE3;com35238;dep35;reg53;arr35238
8701;bnQRPh49nk;POLE EMPLOI;DT POLE EMPLOI;DT 38 ISERE-PE;;DT 38 ISERE-PE;ARA0073;;TSiszqwjIr;DR AUVERGNE-RHONE-ALPES-PE;;;38241;MEYLAN;France;;38.0;;;;Oui;wYYbB0zJE3;com38229;dep38;reg84;arr38229
8702;HZtmZmEXu7;POLE EMPLOI;DT POLE EMPLOI;DT 40/47 LANDES LOT-ET-GARONNE-PE;;DT 40/47 LANDES  LOT-ET-GARONNE-PE;NAQ1034;;CfFpIVsosQ;DR NOUVELLE-AQUITAINE-PE;;;40000;MONT DE MARSAN;France;;47.0;;;;Oui;wYYbB0zJE3;com40192;dep40;reg75;arr40192
8703;A3jp6vRg1g;POLE EMPLOI;DT POLE EMPLOI;DT 44 LOIRE ATLANTIQUE-PE;;DT 44 LOIRE ATLANTIQUE-PE;PDL0055;;Cl4tiFvz12;DR PAYS DE LA LOIRE-PE;;;44335;NANTES;France;;44.0;;;;Oui;wYYbB0zJE3;com44109;dep44;reg52;arr44109
8704;ntOlGlD1HK;POLE EMPLOI;DT POLE EMPLOI;DT 46/82 LOT-TARN-ET-GARONNE-PE;;DT 46/82 LOT - TARN-ET-GARONNE-PE;OCC0032;;mYx3ceTOIx;DR OCCITANIE-PE;;;82000;MONTAUBAN;France;;82.0;;;;Oui;wYYbB0zJE3;com82121;dep82;reg76;arr82121
8705;bSxdc3PrnH;POLE EMPLOI;DT POLE EMPLOI;DT 57 MOSELLE-PE;;DT 57 MOSELLE-PE;GRE0130;;kGXC0ufTYw;DR GRAND EST-PE;;;57036;METZ;France;;57.0;;;;Oui;wYYbB0zJE3;com57463;dep57;reg44;arr57463
8706;xojvoYSnz1;POLE EMPLOI;DT POLE EMPLOI;DT 59 NORD-PE;;DT 59 NORD-PE;HDF0005;;Q0pv3BKVOA;DR HAUTS-DE-FRANCE-PE;;;59000;LILLE;France;;59.0;;;;Oui;wYYbB0zJE3;com59350;dep59;reg32;arr59350
8707;63s7jQaEGB;POLE EMPLOI;DT POLE EMPLOI;DT 66 PYRENEES ORIENTALES-PE;;DT 66 PYRENEES ORIENTALES-PE;OCC0126;;mYx3ceTOIx;DR OCCITANIE-PE;;;66330;CABESTANY;France;;66.0;;;;Oui;wYYbB0zJE3;com66028;dep66;reg76;arr66028
8708;2nnUmeJPsa;POLE EMPLOI;DT POLE EMPLOI;DT 68 HAUT RHIN-PE;;DT 68 HAUT RHIN-PE;GRE0198;;kGXC0ufTYw;DR GRAND EST-PE;;;68057;MULHOUSE;France;;68.0;;;;Oui;wYYbB0zJE3;com68224;dep68;reg44;arr68224
8709;7JknhbunLU;POLE EMPLOI;DT POLE EMPLOI;DT 69 RHONE-PE;;DT 69 RHONE-PE;ARA0111;;TSiszqwjIr;DR AUVERGNE-RHONE-ALPES-PE;;;69371;LYON 08;France;;69.0;;;;Oui;wYYbB0zJE3;com69123;dep69;reg84;arr69123-71
8710;j1pftDIVWO;POLE EMPLOI;DT POLE EMPLOI;DT 85 VENDEE-PE;;DT 85 VENDEE-PE;PDL0002;;Cl4tiFvz12;DR PAYS DE LA LOIRE-PE;;;85000;LA ROCHE SUR YON;France;;85.0;;;;Oui;wYYbB0zJE3;com85191;dep85;reg52;arr85191
8711;BAs0Pao2Sg;POLE EMPLOI;DT POLE EMPLOI;DT 86 POITOU-PE;;DT 86 POITOU-PE;NAQ1035;;CfFpIVsosQ;DR NOUVELLE-AQUITAINE-PE;;;86000;SAINT-BENOIT;France;;86.0;;;;Oui;wYYbB0zJE3;com97410;dep974;reg04;arr97410
8712;q1C0mDvrzK;POLE EMPLOI;DT POLE EMPLOI;DT 95 VAL-D'OISE-PE;;DT 95 VAL-D'OISE-PE;IDF0087;;fShcn1EOkd;DR ILE DE FRANCE-PE;;;95000;CERGY;France;;95.0;;;;Oui;wYYbB0zJE3;com95127;dep95;reg11;arr95127
8713;Us1rVZnj7K;POLE EMPLOI;DT POLE EMPLOI;DT 972 MARTINIQUE-PE;;DT 972 MARTINIQUE-PE;MAR0011;;8kbYhIC2Zq;DR MARTINIQUE-PE;;;97200;FORT DE FRANCE;France;;972.0;;;;Oui;wYYbB0zJE3;com97209;dep972;reg02;arr97209
8714;5XrtOisBbk;POLE EMPLOI;DT POLE EMPLOI;DT 973 GUYANE-PE;;DT 973 GUYANE-PE;GUY0002;;jkrSIeLW8S;DR GUYANE-PE;;;97306;CAYENNE;France;;973.0;;;;Oui;wYYbB0zJE3;com97302;dep973;reg03;arr97302
8715;9RVR9vqtdZ;POLE EMPLOI;DT POLE EMPLOI;DT 976 MAYOTTE-PE;;DT 976 MAYOTTE-PE;MAY0002;;FUrpbS9Ty4;DR MAYOTTE-PE;;;97600;MAMOUDZOU;France;;976.0;;;;Oui;wYYbB0zJE3;com97611;dep976;reg06;arr97611
8716;pMXLKPLqNV;POLE EMPLOI;DTC POLE EMPLOI;DTC DIRECTION DE LA PRODUCTION-PE;;DTC DIRECTION DE LA PRODUCTION-PE;OCC0862;;mYx3ceTOIx;DR OCCITANIE-PE;;;31131;BALMA;France;;;;;;Oui;wmYFWFkkn4;com31044;dep31;reg76;arr31044
8717;MI2ryZCqLt;POLE EMPLOI;DTC POLE EMPLOI;DTC DIRECTION PLATEFORMES DE SERVICE-PE;;DTC DIRECTION PLATEFORMES DE SERVICE-PE;BRE0455;;TT36uVh7th;DR BRETAGNE-PE;;;35067;RENNES;France;;;;;;Oui;wmYFWFkkn4;com35238;dep35;reg53;arr35238
8718;WZgbsHXPGC;POLE EMPLOI;DTC POLE EMPLOI;DTC DIRECTION PRODUCTION REGIONALE IDF-PE;;DTC DIRECTION PRODUCTION REGIONALE IDF-PE;IDF0481;;fShcn1EOkd;DR ILE DE FRANCE-PE;;;93160;NOISY LE GRAND;France;;;;;;Oui;wmYFWFkkn4;com93051;dep93;reg11;arr93051
