,name,date,rate,review_text,object_name,object_address,overall_rating,review_num,object_url
590,Bilal Kaki,6 years ago,1,Ils m'ont dit que il vont ma appeler dans  24 h la deja une semaine y'a person qui ma appeler !!!!'!!!!!!,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
591,Jean Rémi MENANTEAU,2 years ago,5,"Ayant collaborer avec eux plusieurs fois, je recommande.",Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
592,GABRIEL GARCIA,3 years ago,5,"Toujours très bien accueilli, jamais eu des problèmes.",Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
593,Ke WU,6 years ago,1,"Rien pour les commentaires déjà laissés, ça vaut pas plus une étoile",Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
594,NostalgiaMemoria,5 years ago,1,Parler à un mur serait plus agréable.,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
595,Je Suis,5 years ago,1,Les branleurs dans toute leur splendeur!,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
596,Simon Dubois,2 years ago,3,Déçu,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
597,gua ku,6 years ago,5,ici,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
598,Le Grand Jeu,5 years ago,1,Grotesque,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
599,Ben ATTAL,2 years ago,5,Adorable !,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
600,Lamine Diallo,3 years ago,3,,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
601,Andre Dujardin,7 years ago,1,,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
602,M,5 years ago,1,,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
603,Abel Babybel,6 years ago,1,,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
604,Imen Es,3 months ago,5,,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
605,Wallace Guinéen,7 years ago,1,,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
606,estelle olawinski,4 years ago,1,,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
607,soprano Chantal,5 years ago,5,,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
608,Md Abdur RAHMAN,a year ago,1,,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
609,Gakou Oulémata,5 years ago,1,,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
610,Hani Rahali,4 days ago,1,Les conseillers de ce pôle emploi ont tellement pas le niveau qu ils ont plus besoin d aide que les demandeurs d'emploi,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
611,Beatrice Fontaine,3 years ago,1,,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
612,Julien Branchu-Capdevielle,4 years ago,1,,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
613,Sébastien Lacroix,6 years ago,1,,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
614,Jérémie W,4 years ago,1,,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
615,sandra Schekler,3 years ago,4,,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
616,Fred Jacquemot,a year ago,3,,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
617,Djadja hadjih,6 months ago,1,"La prise en charge est plus que déplorable. Des conseillers qui n’écoutent absolument pas les gens qu’ils suivent, réponses presque robotiques aux mails, 0 considération pour les profils jeunes (-25 ans) qui en veulent et qui désirent s’en …",Pôle emploi - Paris 20ème Piat,Pole emploi Piat,3.0,20,https://www.google.com/maps/
618,Louise M,6 months ago,1,"Ils sont irrespectueux, se foutent de votre gueule et des gros menteurs. Ça fait 4 mois qu'ils me disent qu'ils vont régler le problème. J'attend toujours. Des personnes incompétences. …",Pôle emploi - Paris 20ème Piat,Pole emploi Piat,3.0,20,https://www.google.com/maps/
619,Kristy Z (Lilyade),9 months ago,3,"En 2016, c'était la 1re fois que je m'inscrivais. J'ai visité les locaux et ça m'a paru assez propre et lumineux à l'étage, mais sombre au sous-sol pour les ateliers. En ce qui concerne des conseillers, je suis mitigée. Les conseillers que …",Pôle emploi - Paris 20ème Piat,Pole emploi Piat,3.0,20,https://www.google.com/maps/
620,Stéphanie Amarre,2 years ago,1,"Je suis inscrite à cette agence, j ai eu auparavant 2 conseillers très à l écoute, très humains et bienveillants, et depuis quelques temps c'est une autre conseillère avec qui la communication ne passe pas du tout, elle est très désagréable …",Pôle emploi - Paris 20ème Piat,Pole emploi Piat,3.0,20,https://www.google.com/maps/
621,Victorine 2201,4 years ago,4,"J'ai eu à faire à 3 conseillés différents dans cette agence; 2 super: à l'écoute, gentils et qui m'ont bien tout expliqué et très bien conseillés (dont ma conseillère actuelle) et 1 horrible: sur la défensive, malaimable (d'où l'étoile en moins)!",Pôle emploi - Paris 20ème Piat,Pole emploi Piat,3.0,20,https://www.google.com/maps/
622,Marc Mayer,5 years ago,1,"Affreux...
Le pire pôle emploi de Paris...
Prenez un ticket revenez demain panne informatique au guichet d'accueil.
Même à la Caf ou au impôts on est mieux accueilli",Pôle emploi - Paris 20ème Piat,Pole emploi Piat,3.0,20,https://www.google.com/maps/
623,Zeina Haddad,a year ago,5,"Bonjour,
Je voudrais signaler que j'ai été très bien accueillie ce matin dans cette agence .
Merci",Pôle emploi - Paris 20ème Piat,Pole emploi Piat,3.0,20,https://www.google.com/maps/
624,blackops callofduty,6 years ago,1,"aucune pitié, sang froid, pas de solidarité. pense que d'argent.",Pôle emploi - Paris 20ème Piat,Pole emploi Piat,3.0,20,https://www.google.com/maps/
625,Haidar Rana,6 years ago,1,Le numéro de téléphone est erroné.merci de le rectifier vers le 3949!!!!!!!!!!!!!!,Pôle emploi - Paris 20ème Piat,Pole emploi Piat,3.0,20,https://www.google.com/maps/
626,Sidibe Bakary,4 years ago,3,Agréable,Pôle emploi - Paris 20ème Piat,Pole emploi Piat,3.0,20,https://www.google.com/maps/
627,Khokha aflik,2 years ago,5,,Pôle emploi - Paris 20ème Piat,Pole emploi Piat,3.0,20,https://www.google.com/maps/
628,Costanza Benelli,4 years ago,4,,Pôle emploi - Paris 20ème Piat,Pole emploi Piat,3.0,20,https://www.google.com/maps/
629,Julian Hedayat najad,6 years ago,5,,Pôle emploi - Paris 20ème Piat,Pole emploi Piat,3.0,20,https://www.google.com/maps/
630,Eric Thomas,3 years ago,3,,Pôle emploi - Paris 20ème Piat,Pole emploi Piat,3.0,20,https://www.google.com/maps/
631,Amadou Meite,6 years ago,5,,Pôle emploi - Paris 20ème Piat,Pole emploi Piat,3.0,20,https://www.google.com/maps/
632,La Quica 224,5 years ago,1,,Pôle emploi - Paris 20ème Piat,Pole emploi Piat,3.0,20,https://www.google.com/maps/
633,Lu,a year ago,1,,Pôle emploi - Paris 20ème Piat,Pole emploi Piat,3.0,20,https://www.google.com/maps/
634,Nathalie Tomic,a year ago,5,,Pôle emploi - Paris 20ème Piat,Pole emploi Piat,3.0,20,https://www.google.com/maps/
635,Isabelle Tanasic,3 years ago,5,,Pôle emploi - Paris 20ème Piat,Pole emploi Piat,3.0,20,https://www.google.com/maps/
636,THI MY HUYEN HUYNH,a year ago,5,,Pôle emploi - Paris 20ème Piat,Pole emploi Piat,3.0,20,https://www.google.com/maps/
637,Bob K,3 years ago,1,Young immature unprofessional member of staff. I’ve asked if he speaks English and his response was: Je suis fatigué. I would’ve fired him if he worked for me. Seriously they need to up their standards and managers need to look carefully at what these incompetent desk staff are doing as the service is a joke and deserves 0.,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
638,dexter,a year ago,1,Rdv le 21122021 à cette agence... J'accompagne une amie pour la soutenir... La conseillère au fort accent de l'est fait une sélection direct sans même demander pourquoi nous sommes. Quand elle nous le demande le ton est inquisiteur et elle …,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
639,Julie Foa,3 weeks ago,4,"Bonjour, j'ai été très bien conseillée et suivie par Laurence Fouret.
Merci pour votre aide.",Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
640,Le Lard Pierre,a year ago,1,"Carricature parfaite de ce que l'on peut dire de pole emploi, personnes incompétentes, n'étant pas en mesure de vous expliquer quoi que ce soit.
De plus prend les gens de haut en m'informant de leurs travail sans pause …",Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
641,Fandekohlanta,2 months ago,1,La responsable pas du tout conciliante et autoritaire je ne recommande pas cette agence,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
642,Laure Rage,9 months ago,5,"Très bonne expérience au sein de cette agence concernant ""l'accompagnement intensif / individualisé des jeunes"". Conseillère bienveillante, attentive et disponible.",Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
643,Nat ***,a year ago,1,"Attention à cette agence. Quand vous durcissez le ton pour exiger un suivi, vous faites face à des appels anonymes menaçants, des falsifications de pièces informatiques (parfaitement illégale) et récemment j'ai découvert que quelqu'un …",Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
644,Xingjijiji Ji,2 years ago,1,Les personnes qui créent le dossier et que l'on voit la première fois sont lents mais sympathiques. …,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
645,Colin Ashraf,7 months ago,5,Très bonne prise en charge de l’agence pour les formations Mme Fouret est une conseillère efficace et très à l’écoute 👍 …,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
646,Lena Rabu,3 years ago,5,"Je suis plus que satisfaite de l'accompagnement de ce Pole Emploi. L'accueil est agréable et souriant.
Des conseillers gentils et motivants. Je suis suivie par deux femmes, l'une pour …",Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
647,Sarah Mouas,4 years ago,1,Je me rends pour la première fois de ma vie à pôle emploi ce matin pour connaitre l’état d’avancement de mon dossier. Une conseillère qui se baladait à l’accueil me répond “allez épouser un ministre” dans le plus grand des calmes. Merci …,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
648,Eia IAOE,5 years ago,5,"Pôle-emploi est un lieu de tous les possibles. Il ne peut pas fournir du travail clef-en-main comme beaucoup le voudraient, mais il peut aider beaucoup, pour autant que les chercheurs d'emploi le veuillent sincèrement, évidemment. …",Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
649,Ramos Alvaro,3 years ago,1,Bonjour je ne comprend pas que pôle emploi me desinscrit malgré je fait mon actualisation tous les mois. J'ai demandé pourquoi je ne suis plus i script comme demandeur d'emploi et on m'a répondu que j'ai fini une formation pour ça j'ai …,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
650,Jessica SZABO,6 years ago,1,"1 étoile? Tu rêve! Ils méritent 0.

Alors très bonne histoire... …",Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
651,Daria Morgendorffer,6 years ago,3,"En dira laid joncs îles on paon vit deux travaillez...

Mon avis est mitigé, il y a 4 ans, j'ai trouvé l'endroit super organisé. …",Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
652,franck evora,7 years ago,1,Venu faire des phocopies de fiches de paie j'ai trouvé les bureaux fermé à 15h30 par contre une personne m'a répondu et ma dit qu'il était ouvert seulement le matin jusqu'à 13h 15 alors qu'avant il l'était jusqu'à 16h question pourquoi il y …,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
653,Adam Widomski,a year ago,1,"Bonsoir,

Pour ce moment - très négative opinion. …",Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
654,Esther Brustlein,3 years ago,5,"J'ai été très bien reçue, très bien renseignée par le personnel d'accueil puis par la conseillère Pôle Emploi qui a été très agréable et très professionnelle.",Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
655,Maëlia Imbert,2 years ago,5,"Je suis ravie de l'accompagnement de ce Pôle Emploi. Les conseillers gentils, à l'écoute et motivants !",Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
656,nasri Marc,4 years ago,1,"Agence catastrophique, toujours bondée, on vous renseigne même pas si vous avez RDV ou pas vous attendez plus d'une demi-heure pour rien, un manque grave d'organisation vous allez le constater vous même",Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
657,Eve Nice,4 years ago,4,Personnel aimable et compétent...qui fait ce qu'il peut au vu de la difficulté et de l'ampleur de la tâche !,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
658,Kieran P,a year ago,5,Accueil chaleureux dans le respect des règles sanitaires. 👌 …,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
659,matar seck,4 years ago,1,les conseillers particulierement un samagassi est tres desinvolte,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
660,Benjamin Marchand,5 years ago,2,Trop d'attente à chaque fois... !,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
661,Marie-Colombe Carrois,5 years ago,1,Honteux.,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
662,Fouad Bouaoun,2 years ago,5,Chauffeur poilure,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
663,victoria tebeka,7 years ago,1,,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
664,abdel ennahedh,2 years ago,5,,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
665,florian Tigris,5 years ago,5,,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
666,THIBAUT LECSO,7 years ago,5,,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
667,Djanis Tilou,3 weeks ago,1,"Interlocuteurs très désagréables au téléphone, ils manquent beaucoup de respect",Pôle emploi,,2.8,40,https://www.google.com/maps/
668,Gob Tout,4 years ago,3,,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
669,Edmond OKOMA,3 years ago,5,,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
670,THI MY HUYEN HUYNH,a year ago,5,,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
671,Yoki Ynk,5 years ago,1,,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
672,Mohammed Amir,6 years ago,5,,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
673,Renato De Sousa,4 years ago,4,,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
674,nadia yahiaoui,5 years ago,1,,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
675,Roger Gonzalez,7 months ago,1,,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
676,Eric Genier,5 years ago,2,,Pôle emploi,Pole emploi Jean Moulin,2.8,40,https://www.google.com/maps/
